input_param,cas_number,ParamDesc,input_unit,parameter_id,conversion,unit_solid,result_type,matrix_state,sample_fraction,sample_fraction_AC,result_value_type,result_speciation_id,result_speciation_AC,NEW_param_needed,NEW_speciation_needed,NEW_fraction_needed,NEW_protocol_needed,FLAG_AC_params_edit,FLAG_review,FLAG_notes_combined,ignore,result_offset,mapping_status
+.053mm,"",Particles retained .053 mm sieve open. 270 mesh.,%,32,1,"",2,2,,,1,,,"","",,"",,TRUE,maybe change units in ac params? Should be percent; UNIT_REVIEW: EQWin unit '%' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
+.106mm,"","Particle retained by .106 mm open sieve, 140 mesh",%,1269,1,"",2,2,,,1,,,"Particle retained by .106 mm open sieve, 140 mesh","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
+.150mm,"","Particle retained by .150 mm open sieve, 100 mesh.",%,29,1,"",2,2,,,1,,,"","",,"",,TRUE,maybe change units in ac params? Should be percent; UNIT_REVIEW: EQWin unit '%' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
+.250mm,"","Particle retained by .25 mm sieve opening, 60 mesh",%,1270,1,"",2,2,,,1,,,"Particle retained by .25 mm sieve opening, 60 mesh","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
+.425mm,"","Particle retained by .425 mm sieve open, 40 mesh.",%,1271,1,"",2,2,,,1,,,"Particle retained by .425 mm sieve open, 40 mesh.","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
+.841mm,"","Particle retained by .841 mm sieve open, 20 mesh.",%,1272,1,"",2,2,,,1,,,"Particle retained by .841 mm sieve open, 20 mesh.","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
+2.00mm,"","Particle retained by 2.00 mm sieve open, 10 mesh.",%,28,1,"",2,2,,,1,,,"","",,"",,TRUE,maybe change units in ac params? Should be percent; UNIT_REVIEW: EQWin unit '%' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
+200mesh,"",Particles retained by 200 mesh screen.,%,31,1,"",2,2,,,1,,,"","",,"",,TRUE,maybe change units in ac params? Should be percent; UNIT_REVIEW: EQWin unit '%' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
1112TTCA,630-20-6,"1,1,1,2-Tetrachloroethane",µg/L,145,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
111TCA,71-55-6,"1,1,1-Trichloroethane",µg/L,146,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
1122TTCE,"","tetrachloroethylene (tetrachloroethene, 1,1,2,2-)",µg/L,607,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
112TC-122TF,76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane",µg/L,363,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
112TCA,"","1,1,2-Trichloroethane",µg/L,148,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
11DCA,"","1,1-Dichloroethane",µg/L,149,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
11DCE,"","1,1-Dichloroethylene",µg/L,150,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
123TCBZ,"","1,2,3-trichlorobenzene",µg/L,156,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
124TCBZ,"","1,2,4-trichlorobenzene",µg/L,158,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
126-Trimethylphenanthrene,30436-55-6,"1,2,6-Trimethylphenanthrene",ng/L,160,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
12DCA,"","1,2-Dichloroethane",µg/L,162,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
12DCBZ,95-50-1,"1,2-Dichlorobenzene",µg/L,532,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
12DCPA,"","1,2-Dichloropropane",µg/L,165,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
12-Dimethylnaphthalene,573-98-8,"1,2-Dimethylnaphthalene",ng/L,166,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
135-Trimethylbenzene,"","Mesitylene or 1,3,5-trimethylbenzene",ng/L,170,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
13-Butadiene,106-99-0,"1,3-Butadiene",µg/L,1273,1,"",2,1,,,1,,,"1,3-Butadiene","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
13DCBZ,"","1,3-Dichlorobenzene",µg/L,171,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
13DCPE,542-75-6,"1,3-Dichloropropene (cis & trans)",mg/L,668,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
13Dichloropropane,"","1,3-Dichloropropane",µg/L,667,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
13HCB,87-68-3,"1,3-hexachlorobutadiene",µg/L,444,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
13Propanediol,504-63-2,"1,3-Propanediol",%,1274,1,"",2,1,,,1,,,"1,3-propanediol","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
1467-Tetramethylnaphthalene,13764-18-6,"1,4,6,7-Tetramethylnaphthalene",ng/L,172,1e-06,"",2,1,,,1,,,"","",,"",TRUE,FALSE,AC_params has wrong CAS number - should be 13764-18-6,FALSE,0,mapped_existing_parameter
14DCBZ,106-46-7,"1,4-Dichlorobenzene",µg/L,552,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
17A-Est,57-91-0,17alpha-estradiol,ng/L,1275,1,"",2,1,,,1,,,17alpha-estradiol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
17A-Eth,57-63-6,17alpha-ethynylestradiol,ng/L,429,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
17B-Est,50-28-2,17beta-estradiol,ng/L,425,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
17-Dimethylfluorene,442-66-0,"1,7-Dimethylfluorene",ng/L,176,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
17-Dimethylphenanthrene,483-87-4,"1,7-Dimethylphenanthrene",ng/L,177,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
18-Dimethylphenanthrene,7372-87-4,"1,8-Dimethylphenanthrene",ng/L,178,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
1-Methylchrysene,"",1-Methylchrysene,ng/L,182,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
1-Methylnaphthalene,"",1-Methylnaphthalene,ng/L,183,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
1-Methylphenanthrene,"",1-Methylphenanthrene,ng/L,184,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
-200mesh,"",Partciles passing 200 mesh screen.,%,27,1,"",2,2,,,1,,,"","",,"",,TRUE,maybe change units in ac params? Should be percent; SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG; UNIT_REVIEW: EQWin unit '%' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
235-Trimethylnaphthalene,2245-38-7,"2,3,5-Trimethylnaphthalene",ng/L,175,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
236-Trimethylnaphthalene,829-26-5,"2,3,6-Trimethylnaphthalene",ng/L,202,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
23-Methyldibenzothiophenes,"",2/3-Methyldibenzothiophenes,ng/L,328,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-4-5-T,93-76-5,"Herbicide, C8H5Cl3O3",µg/L,672,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-4-5-TP,93-72-1,"Herbicide, C9H7Cl3O3",µg/L,976,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-4-D,94-75-7,"Herbicide, C8H6Cl2O3",µg/L,675,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-4-DB,120-36-5,"Herbicide,C9H8Cl2O3",µg/L,788,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
24-Dimethyldibenzothiophene,31317-18-7,"2,4-Dimethyldibenzothiophene",ng/L,210,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-4-DP,120-36-5,"Herbicide, C9H8Cl2O3",µg/L,788,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
26-Dimethylnaphthalene,581-42-0,"2,6-Dimethylnaphthalene",ng/L,216,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
26-Dimethylphenanthrene,17980-16-4,"2,6-Dimethylphenanthrene",ng/L,218,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-Chloronaphthalene,"",2-Chloronaphthalene,µg/L,223,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-Methylanthracene,"",2-Methylanthracene,ng/L,227,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-Methylfluorene,"",2-Methylfluorene,ng/L,229,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-Methylnaphthalene,"",2-Methylnaphthalene,ng/L,230,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
2-Methylphenanthrene,"",2-Methylphenanthrene,ng/L,232,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
36-Dimethylphenanthrene,1576-67-6,"3,6-Dimethylphenanthrene",ng/L,713,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
3-Methylfluoranthene-Benzo-a-fluorene,"",3-Methylfluoranthene/Benzo[a]fluorene,ng/L,570,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
3-Methylphenanthrene,"",3-Methylphenanthrene,ng/L,242,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
56-Methylchrysene,"",5/6-Methylchrysene,ng/L,254,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
59-Dimethylchrysene,"","5,9-Dimethylchrysene",ng/L,253,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
6PPD-quinone,2754428-18-5,Tire Wear Compounds,ng/l,1276,1,"",3,1,,,1,,,6PPD-quinone,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
7-Methylbenzo-a-pyrene,63041-77-0,7-Methylbenzo[a]pyrene,ng/L,257,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
94-Methylphenanthrene,"",9/4-Methylphenanthrene,ng/L,260,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Absorb,"","Absorbance, UV (@ 254nm)",AU/cm,1176,1,"",3,1,,,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'AU/cm' vs AquaCache unit 'dimensionless',FALSE,0,mapped_existing_parameter
Acenaphthene,"",Acenaphthene,ng/L,263,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Acenaphthylene,"",Acenaphthylene,ng/L,265,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Acesulfame,"",Acesulfame,ng/L,267,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
acetaminophen,"",Pharmaceuticals,ng/l,269,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Acidity,"",Acidity,mg/L,1277,1,"",2,1,,,1,,,Acidity,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Acidity-pH4.5,"",Acidity to pH 4.5,mg/L,1278,1,"",2,1,,,1,,,Acidity to pH 4.5,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Acidity-pH8.3,"",Acidity to pH 8.3,mg/L,1279,1,"",2,1,,,1,,,Acidity to pH 8.3,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Acridine,"","Acridine, Dibenzo-[b,e]-pyridine",ng/L,270,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Actinium228,14331-83-0,Actinium228,Bq/L,1280,1,"",2,1,,,1,,,Actinium-228,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Ag-D,"","Silver, dissolved",mg/L,1128,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ag-D_CSR_s3_fAL,"","Silver, dissolved, CSR sched 3 freshwater aquatic",mg/L,1128,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",TRUE,0,ignored
Ag-E,"","Silver, extractable",mg/L,1128,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Agroxone,94-74-6,"Herbicide, Acetic acid, 2-methyl-4-chlorophenoxy- [MCPA]",µg/L,876,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ag-T,"","Silver, total",mg/L,1128,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ag-T_CRS_s3_fAL_SW,"","Silver, Total,  CSR sched 3 FAQ, SW",mg/L,1128,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",TRUE,0,ignored
Ag-T_S,"","Silver, Total in Sediments",mg/kg,1128,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Al-D,"","Aluminum, dissolved",mg/L,1046,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Aldrin,"","Insecticide, organochlorine, C12H8Cl6",µg/L,693,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Aldrin-Dieldrin,"",Aldrin + Dieldrin,µg/L,694,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Al-E,"","Aluminum, extractable",mg/L,1046,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Alk-B,"","Alkalinity, Bicarbonate HCO3",mg/L,92,1,"",2,1,26,26,3,11,11,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Alk-C,"","Alkalinity, Carbonate CO3",mg/L,92,1,"",2,1,19,19,3,6,6,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Alk-OH,"","Alkalinity, Hydroxide OH",mg/L,92,1,"",2,1,19,19,3,22,22,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Alk-P,"","Alkalinity, Phenolphthalein.",mg/L,92,1,"",2,1,19,19,1,45,45,"",as CO3 & OH,,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Alk-T,"","Alkalinity, Total",mg/L,92,1,"",2,1,19,19,1,3,3,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Al-T,"","Aluminum, total",mg/L,1046,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Al-T_CCME,"",Al-T_CCME,"",1046,1e-06,"",2,1,19,19,3,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,TRUE,0,ignored
Al-T_CCME_LT,"",Al-T CCME Protection of Aq Life Long term Expos,mg/L,1046,1,"",2,1,19,19,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Al-T_S,"","Aluminum, total in Sediment",mg/kg,1046,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
androstenedione,63-05-8,Steroids,ng/l,1281,1,"",3,1,,,1,,,androstenedione,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
AnionCks,"",RPD of Sum Anions and Sp Conductivity,%,1282,1,"",3,1,,,3,,,RPD of Sum Anions and Sp Conductivity,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Anions_Lab,"",Anion Sum Calculated by Lab,meq/L,1148,1,"",2,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Anthracene,"",Anthracene,ng/L,275,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
As-B,64436-13-1,"Arsenobetaine (AsB, as As)",µg/L,1051,0.001,"",2,1,26,26,1,,,"","",,"",,TRUE,SPEC: as As?,FALSE,0,mapped_existing_parameter
Asbs-T,1332-21-4,Asbestos Total Concentration,MFL,1283,1,"",3,1,19,,3,,,Asbestos,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
As-D,"","Arsenic, dissolved",mg/L,1049,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
As-DMAs,75-60-5,Dimethylarsinic Acid,µg/L,724,0.001,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
As-E,"","Arsenic, extractable",mg/L,1049,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
As-III,"",Arsenic Species: Arsenite/Arsenice Trivalent,µg/L,1284,0.001,"",2,1,5,5,1,,,As-III,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
As-inorg,"","Arsenic, Inorganic, Calculated by the Lab",µg/L,1049,0.001,"",2,1,12,12,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
As-MMAs,124-58-3,yArsenic Species: Monomethylarsonic Acid [MMAs],µg/L,489,0.001,"",2,1,5,5,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,FALSE,0,mapped_existing_parameter
As-T,"","Arsenic, total",mg/L,1049,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
As-T_S,"","Arsenic, Total in Sediment",mg/kg,1049,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Asulam,"",Herbicide M&B9057,µg/L,700,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
As-V,"",Arsenic Species:  Arsenate/Arsenic Pentavalent,µg/L,1285,0.001,"",2,1,26,26,1,,,As-V,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
A-Temp,"","Air Temperature, field",C,1250,1,"",1,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
atenolol,29122,Beta Blockers,ng/l,1286,1,"",3,1,,,1,,,Atenolol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
atrazine,"",Current Use Pesticides,ng/l,701,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
AVGVOL,"",Average Volume of Leachate recovered in LDRS,L/d,1287,1,"",1,1,,,3,,,Average Volume of Leachate recovered in LDRS,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
B[a]PTE,"",Benzo[a]pyrene potency equivalence factor,µg/L,570,0.001,"",2,1,,,1,,,"","",,"",,TRUE,"check param - 291? Also, might be regulatory toxicity value that is static - assigned, so might need to set ignore to TRUE - ask Taylor/check database",FALSE,0,mapped_existing_parameter
Ba-D,"","Barium, dissolved",mg/L,1052,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ba-E,"","Barium, extractable",mg/L,1052,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ba-T,"","Barium, total",mg/L,1052,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ba-T_S,"","Barium, Total in Sediment",mg/kg,1052,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
BCMA,"",Bromochloromethane,µg/L,317,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
B-D,"","Boron, dissolved",mg/L,1056,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
BDCMA,75-27-4,Bromodichloromethane,µg/L,403,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
B-E,"","Boron, extractable",mg/L,1056,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Be-D,"","Beryllium, dissolved",mg/L,1053,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Be-E,"","Beryllium, extractable",mg/L,1053,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benz,"",Benzene,µg/L,280,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benz_S,"","Benzene, in sediment",mg/kg,280,1,mg/kg,2,2,,,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Benz-a-anthracene,56-55-3,Benz[a]anthracene,ng/L,278,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benzo-a-pyrene,50-32-8,Benzo[a]pyrene,ng/L,291,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benzo-b-fluoranthene,205-99-2,Benzo[b]fluoranthene,ng/L,286,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benzo-bj-fluoranthene,"",Benzo{b&j}fluoranthene,ng/L,1288,1e-06,"",2,1,,,1,,,Benzo{b&j}fluoranthene,"",,"",,FALSE,"MAPPED_TO_EXISTING_AC_PARAMETER: benzo[b,j]fluoranthene, ng/L to mg/l; TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED",FALSE,0,requires_new_parameter
Benzo-bjk-fluoranthene,"",Benzo{b/j/k}fluoranthene,ng/L,296,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benzo-e-pyrene,192-97-2,Benzo[e]pyrene,ng/L,298,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benzo-ghi-fluoranthene,203-12-3,Benzo[ghi]fluoranthene,ng/L,1289,1,"",2,1,,,1,,,"benzo[g,h,i]fluoranthene","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Benzo-ghi-perylene,191-24-2,Benzo[ghi]perylene,ng/L,299,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Benzo-jk-fluoranthenes,"","Benzo[j,k]fluoranthenes",ng/L,1290,1e-06,"",2,1,,,1,,,"Benzo[j,k]fluoranthenes","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Benzo-k-fluoranthene,"",Benzo[k]fluoranthene,ng/L,301,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Be-T,"","Beryllium, total",mg/L,1053,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Be-T_S,"","Beryllilum, Total in Sediment",mg/kg,1053,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Bi-D,"","Bismuth, dissolved",mg/L,1055,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Biphenyl,"",Biphenyl,ng/L,305,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Bismuth212,14913-49-6,Bismuth212,Bq/L,1291,1,"",2,1,,,1,,,Bismuth-212,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Bismuth214,14733-03-0,Bismuth214,Bq/L,1292,1,"",2,1,,,1,,,Bismuth-214,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
