input_param,cas_number,ParamDesc,input_unit,parameter_id,conversion,unit_solid,result_type,matrix_state,sample_fraction,sample_fraction_AC,result_value_type,result_speciation_id,result_speciation_AC,NEW_param_needed,NEW_speciation_needed,NEW_fraction_needed,NEW_protocol_needed,FLAG_AC_params_edit,FLAG_review,FLAG_notes_combined,ignore,result_offset,mapping_status
CBOD5,"","Carbonaceous Biochemical Oxygen Demand, 5-day",mg/L,1367,1,"",2,1,,,3,,,"Carbonaceous Biochemical Oxygen Demand, 5-day","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
CBZH,"",Chlorobenzene,µg/L,367,0.001,"",2,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CCME_Al-T,"",CCME_Al-T,"",1046,1e-06,"",2,1,19,19,3,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,TRUE,0,ignored
Cd-D,"","Cadmium, dissolved",mg/L,1060,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cd-D_CSR_s3_fAL,"","Cadmium, dissolved, CSR sched 3 freshwater aquatic",mg/L,1060,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cd-D-calc-load,"","Cadmium, dissolved, calculated load",mg/s,1368,1,"",2,1,5,5,3,,,"Cadmium, dissolved, calculated load_mg/s","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Cd-E,"","Cadmium, extractable",mg/L,1060,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C-DIC,"","Carbon, Dissolved Inorganic",mg/L,1096,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C-DOC,"","Carbon, Dissolved Organic",mg/L,1096,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cd-T,"","Cadmium, total",mg/L,1060,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cd-T_CCME,"",Cd-T_CCME,"",1060,1e-06,"",2,1,19,19,3,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,TRUE,0,ignored
Cd-T_CCME_LT,"",Cd-T CCME Protection of Aq Life Long term Expos,mg/L,1060,1,"",2,1,19,19,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cd-T_CRS_s3_fAL_SW,"","Cadmium, Total, CSR sched FAQ, SW",mg/L,1060,1,"",2,1,19,19,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cd-T_CSR_AW,"",Cd-T_CSR_AW,mg/L,1060,1,"",2,1,19,19,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cd-T_S,"","Cadmium, Total in Sediment",mg/kg,1060,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Celest,"",Celestolide,ng/L,361,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Ce-T,"",CERIUM TOTAL,µg/L,1066,0.001,"",3,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CH2O,"",Formaldehyde,mg/L,438,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CH4,"","methane, dissolved in water",mg/L,482,1,"",2,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Chlordane-cis-A,"","Chlordane, cis- (alpha)",µg/L,752,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Chlordane-T,57-74-9,"Pesticide, Total Chlordane,",µg/L,737,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Chlordane-trans-G,5103-74-2,"Pesticide, Chlordane, trans- (gamma)",µg/L,1014,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Chlord-C,"","Chloride by colourimetric analysis, also called """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Low Level Chloride/Sulphate by AC"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" by BV",mg/L,1069,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Chlord-IC,"",Chloride - Analysis by Ion Chromatography,mg/L,1069,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Chlord-ICPES,"","Chloride - Analysis by Optical Emission Spectroscopy, only NRCAN as of yet",mg/L,1069,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Chlorine-F,"","Chloride , in Fiedl, with Test Strips",mg/L,1070,1,"",1,1,19,19,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,FALSE,0,mapped_existing_parameter
Chlr-a,"",Chlorophyll a,µg/L,1231,1,"",2,1,,,1,,,"","",,"",,TRUE,"HAS_NOTES | could also be 1229, 1230, 1232",FALSE,0,mapped_existing_parameter
Chol,57-88-5,Cholesterol,ng/L,1369,1,"",2,1,,,1,,,Cholesterol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Chrysene,"",Chrysene,ng/L,373,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
ciprofloxacin,"",Antibiotics,ng/L,376,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
citalopram,59729-33-8,Anti-Depressants,ng/l,1370,1,"",3,1,,,1,,,citalopram,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Cl-FR,"","Chlorine, Free Residual",mg/L,1070,1,"",2,1,11,11,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Clof-Acid,"",Clofibric Acid,ng/L,380,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Clopyralid,"","Herbicide, C6H3Cl2NO2",µg/L,758,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cl-T,"","Chlorine, Total",mg/L,1070,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CMA,"",Chloromethane,µg/L,371,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-CNO,"",Cyanate,mg/L,386,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-CNS,"",Thiocyanate,mg/L,1078,1,"",2,1,26,26,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-Field-CP,"","Free Cyanide, Field, using a Cyanoprobe",mg/L,1077,1,"",1,1,11,11,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-Field-Hatch,"","Field cyanide result, field using a HACH colour comparator",mg/L,1077,1,"",1,1,22,22,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-Field-SP,"","Free Cyanide, Field, using a Spectrophotometer",mg/L,1077,1,"",1,1,11,11,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-Fre,"","Cyanide, free",mg/L,1077,1,"",2,1,11,11,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CNO-as-N-calc,"",Calculated Cyanate as N,mg/L,386,1,"",2,1,,,3,,,"","",,"",,TRUE,SPEC: as N?,FALSE,0,mapped_existing_parameter
CN-SAD,"","Cyanide, Strong Acid Dissociab",mg/L,1077,1,"",2,1,2,2,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-T,"","Cyanide, Total (Strong Acid Diss)",mg/L,1077,1,"",2,1,2,2,1,,,"","",,"",,TRUE,"description in EQWin is confusing (T or SAD, or maybe SAD is T?)",FALSE,0,mapped_existing_parameter
CN-TC,"",Cyanide + Thiocynate,mg/L,1078,1,"",2,1,19,19,1,,,"","",,"",,TRUE,double check result type (maybe this is actually field?),FALSE,0,mapped_existing_parameter
CN-WAD,"","Cyanide, Weak Acid Dissociable.",mg/L,1077,1,"",2,1,1,1,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CN-WAD-as-N-calc,"",Calculated WAD Cyanide as N assuming all Free Cyanide,mg/L,1077,1,"",2,1,1,1,3,,,"","",,"",,TRUE,SPEC: as N? good example of confusing sample fraction (1? 11? - WAD or Free?),FALSE,0,mapped_existing_parameter
CO2,"","carbon dioxide, dissolved in water",mg/L,1063,1,"",2,1,26,26,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
COD,"",Chemical Oxygen Demand,mg/L,96,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Co-D,"","Cobalt, dissolved",mg/L,1075,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
codeine,"",Opioids,ng/l,382,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Co-E,"","Cobalt, extractable",mg/L,1075,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Coli-E,68583-22-2,"Coliform, Eschericia",cfu/100mL,1210,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Coli-E-MPN,68583-22-2,"Coliforms, Eschericia - MPN technique",MPN/100mL,1210,1,"",2,1,,,1,,,"","",,"",,TRUE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED | EQWin duplicate review: mapped MPN technique row to existing AquaCache parameter 'escherichia coli'; method/unit distinction remains source metadata.,FALSE,0,mapped_existing_parameter
Coli-F,"","Coliform, Fecal",cfu/100mL,1211,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Coli-F-MPN,"","Coliform Fecal, MPN technique",MPN/100mL,1371,1,"",2,1,,,1,,,"Coliform Fecal, MPN technique, MPN/100mL","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Coli-T,"","Coliforms, Total",cfu/100mL,1219,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Coli-T-MPN,"","Coliform, Total, MPN technique",MPN/100mL,1372,1,"",2,1,,,1,,,"Coliform, Total, MPN technique, MPN/100mL","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Colour,"","Colour, true",TCU,1373,1,"",1,1,,,1,,,"Colour, true","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Colour-A,"",apparent colour,TCU,1182,1,"",3,1,,,1,,,"","",,"",,TRUE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED | EQWin duplicate review: mapped British spelling to existing AquaCache parameter 'apparent color'.,FALSE,0,mapped_existing_parameter
Cond-F,"",Specific Conductance - Field,µS/cm,1227,1,"",1,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cond-L,"",Specific Conductance - Lab,µS/cm,1227,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Condy-F,"",Conductivity Field (not spedific),µS/cm,1226,1,"",1,1,,,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,FALSE,0,mapped_existing_parameter
Copro,360-68-9,Coprostanol,ng/L,1374,1,"",2,1,,,1,,,Coprostanol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Co-T,"","Cobalt, total",mg/L,1075,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Co-T_S,"","Cobalt, Total in Sediment",mg/kg,1075,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Cr-D,"","Chromium, dissolved",mg/L,1072,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cr-E,"","Chromium, extractable",mg/L,1072,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cr-III-D,16065-83-1,"Chromium, Trivalent (3+), dissolved",mg/L,1073,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cr-III-T,16065-83-1,"Chromium, Trivalent (3+), total",mg/L,1073,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cr-T,"","Chromium, total",mg/L,1072,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cr-T_S,"","Chromium, Total in Sediment",mg/kg,1072,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Cr-VI-D,"","Chromium, Hexavalent (6+), dissolved",mg/L,1089,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cr-VI-T,"","Chromium, Hexavalent (6+), total",mg/L,1089,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Crypt,"",Cryptosporidium,oocysts/L,1375,1,"",2,1,,,1,,,"Cryptosporidium, oocysts/L","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Crypt-SWF,"",Cryptosporidium,/100L,1376,1,"",2,1,,,1,,,"Cryptosporidium-SWF, /100L","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Cs-D,"","Caesium, dissolved",mg/L,1067,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cs-T,"","Caesium, total",mg/L,1067,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
CT,"",Carbon tetrachloride,µg/L,358,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C-TIC,"","Carbon, Total Inorganic",mg/L,1096,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C-TOC,"","Carbon, Total Organic",mg/L,1096,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
C-TOC_S,"","Carbon, Total Organic in sediments",%,1377,1,"",2,2,19,19,1,,,"Carbon, Total Organic in sediments_%","",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Cu-D,"","Copper, dissolved",mg/L,1076,1,"",2,1,5,5,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cu-D_CSR_s3_fAL,"","Copper, dissolved, CSR sched 3 freshwater aquatic",mg/L,1076,1,"",2,1,5,5,3,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cu-E,"","Copper, extractable",mg/L,1076,1,"",2,1,6,6,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cu-T,"","Copper, total",mg/L,1076,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Cu-T_BCMOE_fAL_st,"","Copper-T, BCMOE, FW aquatic life, short term",mg/L,1076,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cu-T_CCME,"",Cu-T_CCME,"",1076,1e-06,"",2,1,19,19,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,TRUE,0,ignored
Cu-T_CCME_LT,"",Cu-T CCME Protection of Aq Life Long term Expos,mg/L,1076,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cu-T_CRS_S3_fAL_SW,"","Copper, Total,  CSR sched 3 freshwater aquatic SW",mg/L,1076,1,"",2,1,19,19,1,,,"","",,"",,FALSE,"",TRUE,0,ignored
Cu-T_S,"","Copper, Total in Sediment",mg/kg,1076,1,mg/kg,2,2,19,19,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
Cyclamate,"",Cyclamate,ng/L,766,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
d13C-DIC,"",Carbon-13 in dissolved inorganic carbon,‰ VSMOW,6,1,"",2,1,,,1,40,40,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG; UNIT_REVIEW: EQWin unit '‰ VSMOW' vs AquaCache unit 'vpdb',FALSE,0,mapped_existing_parameter
d18O-SO4,"",Oxygen-18 in sulphate,‰ VSMOW,4,1,"",2,1,,,1,43,43,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
d18O-water,"",Oxygen-18 in water,‰ VSMOW,4,1,"",2,1,,,1,36,36,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
d2H-water,"",deuterium,‰ VSMOW,5,1,"",2,1,,,1,36,36,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
d34S-SO4,"",Sulphur-34 in sulphate,‰ VSMOW,7,1,"",2,1,,,1,43,43,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG; UNIT_REVIEW: EQWin unit '‰ VSMOW' vs AquaCache unit 'v-cdt',FALSE,0,mapped_existing_parameter
DBCMA,124-48-1,Dibromochloromethane,µg/L,368,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DBMA,"",Dibromomethane,µg/L,399,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DCDFMA,75-71-8,Dichlorodifluoromethane,µg/L,364,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDD-2-4,53-19-0,"Insecticide, Metabolite of DDT, Organochlorine",µg/L,911,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDD-4-4,72-54-8,"Insecticide, Metabolite of DDT, organochlorine",µg/L,923,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDD-T,"","DDD,2,4'- + DDD,4,4'-",µg/L,771,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDE-2-4,3424-82-6,Metabolite of DDT,µg/L,912,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDE-4-4,72-55-9,Metabolite of DDT,µg/L,924,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDE-T,"","DDE, 2,4'- + DDE, 4,4'-",µg/L,772,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDT-2-4,789-02-6,"DDT, 2,4'-,",µg/L,913,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDT-4-4,50-29-3,"DDT, 4,4'-",µg/L,925,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDT-total-meta,"","DDT + metabolites, total",µg/L,774,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DDT-totals,"","DDT, total",µg/L,773,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DEG,"",Diethylene glycol (DEG),mg/L,412,1,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
desmethyl-venlafaxine,"",Anti-Depressants,ng/l,388,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Desmo,313-04-2,Desmosterol,ng/L,1378,1,"",2,1,,,1,,,Desmosterol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
desprothioconazole,"",Current Use Pesticides,ng/l,963,1e-06,"",3,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Dibenz-ah-anthracene,53-70-3,"Dibenz[a,h]anthracene",ng/L,390,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Dibenzothiophene,"",Dibenzothiophene,ng/L,396,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Dicamba,"","Herbicide, C8H6Cl2O3",µg/L,782,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
di-Cl-meth,75-09-2,Dichloromethane,µg/L,492,0.001,"",2,1,,,1,,,"","",,"",TRUE,FALSE,CAS number in AC_params might need edit (should remove 19 at the beginning?),FALSE,0,mapped_existing_parameter
Diclof,"",Diclofenac,ng/L,408,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Dieldrin,"","Insecticide, organochlorine, C12H8Cl6O",µg/L,793,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Diflufenican,83164-33-4,"Herbicide, C19H11F5N2O2",µg/L,243,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
DiHyChol,80-97-7,Dihydrocholesterol,ng/L,1379,1,"",2,1,,,1,,,Dihydrocholesterol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Dinoseb,"","Herbicide, C10H12N2O5",µg/L,800,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
diphenyl-guanidine,102-06-7,Tire Wear Compounds,ng/l,1380,1,"",3,1,,,1,,,diphenyl-guanidine,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Disch-RPD,"","",%,1381,1,"",1,1,,,1,,,discharge - relative percent difference,"",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG; TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Disch-Time,"",Time at which Discharge was collected,"",,1,"",2,1,,,1,,,"","",,"",,TRUE,SOURCE_FIELDS_RESTORED_FROM_EQWIN_CATALOG,TRUE,0,ignored
DTW_btoc,"",Depth to Water (meters below top of casing),m,1166,1,"",1,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
E-Benz,"",Ethylbenzene,µg/L,431,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
E-Benz_S,"",Ethylbenzene in sediment,mg/kg,431,1,mg/kg,2,2,,,1,,,"","",,"",,TRUE,UNIT_REVIEW: EQWin unit 'mg/kg' vs AquaCache unit '',FALSE,0,mapped_existing_parameter
EHC10-32,"","Hydrocarbons, total extractable C10 to C32",mg/L,433,1,"",2,1,,,1,,,"","",,"",,TRUE,param# - a bit unsure,FALSE,0,mapped_existing_parameter
Endosulfan-a,"","Endosulfan, alpha-, metabolite of Endosulfan, organochlorine insecticide",µg/L,655,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Endosulfan-b,"","Endosulfan, beta-, metabolite of Endosulfan, organochlorine insecticide",µg/L,657,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Endosulfan-S,"","Endosulfan-sulfate, metabolite of Endosulfan, organochlorine insecticide",µg/L,809,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Endosulfan-T,"","Endosulfan, total, alpha+beta+sulfate",µg/L,808,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Endrin,"","Organochlorine insecticide, C12H8Cl6O",µg/L,810,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Endrin-aldehyde,"","chlorinated aldehyde derivative of Endrin, C12H8Cl6O",µg/L,811,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
EPH10-19,"",Extractable Petroleum Hydrocarbons 10-19 range,µg/L,451,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
EPH10-19_SGT,"",Extractable Petroleum Hydrocarbons 10-19 range Silica Gel Treated,µg/L,451,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
EPH13-32_SGT,"",Extractable Petroleum Hydrocarbons 19-32 range Silica Gel Treated,µg/L,452,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
EPH19-32,"",Extractable Petroleum Hydrocarbons 19-32 range,µg/L,452,0.001,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Epicop,516-92-7,Epicoprostanol,ng/L,1382,1,"",2,1,,,1,,,Epicoprostanol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
EQSumAnions,"","Sum of Anions, EQWin calculted wt Alk-T, Chloride, Fluoride, N...",meq/L,1148,1,"",3,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
EQSumCations,"","Sum of Cations, EQWin, calculated wt Ca, Mg, K, and Na)",meq/L,1149,1,"",3,1,,,3,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Equilin,474-86-2,Equilin,ng/L,1383,1,"",2,1,,,1,,,Equilin,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Equol,531-95-3,Equol,ng/L,1384,1,"",2,1,,,1,,,Equol,"",,"",,FALSE,TRUE_NEW_PARAMETER_OR_AC_PARAMETER_UNIT_CHANGE_REQUIRED,FALSE,0,requires_new_parameter
Estriol,"",Estriol,ng/L,426,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
Estrone,"",Estrone,ng/L,427,1e-06,"",2,1,,,1,,,"","",,"",,FALSE,"",FALSE,0,mapped_existing_parameter
